,name,ID,num,coef_maj,coef_min,intercept_maj,intercept_min,dr1_Maj,dr1_Min,il1_Maj,il1_Min,diameter,shape
0,jb059_01_p_20171104_20180706.csv,jb059,19,-0.653545614,-0.517812281,61.53354211,16.19788947,-0.010620965,-0.031967886,30.76677105,8.098944737,1.652,cup
1,jb059_02_p_20171104_20180706.csv,jb059,24,-1.03148,-0.516233478,70.82243667,18.07197667,-0.014564311,-0.028565413,35.41121833,9.035988333,2.162,cup
2,jb060_01_p_20170925_20180706.csv,jb060,21,-1.155220779,-0.636494805,71.83449351,20.09113853,-0.0160817,-0.031680375,35.91724675,10.04556926,2.157,cup
3,jb060_02_p_20170925_20180706.csv,jb060,21,-1.111793506,-0.567261039,71.21741126,19.05551515,-0.01561126,-0.029768864,35.60870563,9.527757576,2.322,cup
4,jb060_03_p_20170926_20180706.csv,jb060,24,-1.21667,-0.549276957,76.47683,20.78939333,-0.015909001,-0.026421019,38.238415,10.39469667,2.532,cup
5,jb060_04_p_20170926_20180706.csv,jb060,20,-0.800267669,-0.560975188,64.15804286,18.80221429,-0.01247338,-0.029835592,32.07902143,9.401107143,2.566,cup
6,tw006_01_p_20171105_20180706.csv,tw006,27,-0.578869353,-0.339349206,40.77285714,20.16065079,-0.014197419,-0.016832255,20.38642857,10.0803254,1.788,cup
7,tw006_02_p_20171105_20180706.csv,tw006,26,-0.609769231,-0.276175043,45.371,21.28426496,-0.013439625,-0.01297555,22.6855,10.64213248,1.837,cup
8,xjb01_01_p_dr1_lm_20180116.csv,xjb01,23,-0.756063241,-0.304409091,65.4066087,20.63506522,-0.011559432,-0.01475203,32.70330435,10.31753261,1.964,cup
9,xjb01_02_p_dr1_lm_20180116.csv,xjb01,18,-0.726978328,-0.417971104,61.95131579,19.2108655,-0.011734671,-0.021757016,30.97565789,9.605432749,1.829,cup
10,xjb01_03_p_dr1_lm_20180116.csv,xjb01,25,-0.717356923,-0.339501538,74.62216308,24.87649846,-0.009613189,-0.013647481,37.31108154,12.43824923,2.19,cup
11,xjb02_01_p_dr1_lm_20180116.csv,xjb02,23,-1.14306917,-0.269341897,73.19554348,19.11058696,-0.01561665,-0.014093858,36.59777174,9.555293478,1.746,unknown
12,xjb03_01_p_dr1_lm_20180116.csv,xjb03,27,-0.512913919,-0.253552503,64.58380688,16.98855291,-0.007941835,-0.014924903,32.29190344,8.494276455,1.717,other
13,xjb04_01_p_dr1_lm_20180116.csv,xjb04,26,-0.979246154,-0.27924,82.08561538,25.33453846,-0.011929571,-0.011022107,41.04280769,12.66726923,2.087,cup
14,xjb05_01_p_dr1_lm_20180116.csv,xjb05,23,-0.755299407,-0.295821146,66.05216304,18.77468478,-0.011434893,-0.015756384,33.02608152,9.387342391,2.045,unknown
15,xjb06_01_p_dr1_lm_20180116.csv,xjb06,25,-0.640738462,-0.210095385,49.52678154,12.69146462,-0.012937212,-0.016554069,24.76339077,6.345732308,1.666,unknown
16,xjb06_02_p_dr1_lm_20180116.csv,xjb06,25,-0.799149231,-0.180213846,74.62735077,19.91332615,-0.01070853,-0.009049912,37.31367538,9.956663077,2.61,unknown
17,xjb06_03_p_dr1_lm_20180116.csv,xjb06,25,-0.963293846,-0.228044615,77.10040615,20.63621538,-0.012494018,-0.0110507,38.55020308,10.31810769,2.698,unknown
18,xjb09_01_p_dr1_lm_20180116.csv,xjb09,23,-0.8125,-0.126873518,59.29728261,14.30734783,-0.013702146,-0.008867717,29.6486413,7.153673913,1.508,unknown
19,xjb09_02_p_dr1_lm_20180116.csv,xjb09,24,-0.847520435,-0.169883043,67.42561,17.21153,-0.012569711,-0.009870305,33.712805,8.605765,1.779,unknown
20,xjb09_03_p_dr1_lm_20180116.csv,xjb09,23,-0.690492095,-0.096829051,60.80832609,14.8318587,-0.011355223,-0.00652845,30.40416304,7.415929348,1.724,unknown
21,xjb10_01_p_dr1_lm_20180116.csv,xjb10,22,-1.047603614,-0.260894975,73.58801976,16.78571542,-0.014236062,-0.015542678,36.79400988,8.392857708,2.166,stellate
22,xjb10_02_p_dr1_lm_20180116.csv,xjb10,19,-1.414966667,-0.401278947,82.53822632,21.05182632,-0.017143168,-0.019061479,41.26911316,10.52591316,2.146,stellate
23,xjb12_01_p_dr1_lm_20180116.csv,xjb12,24,-0.700038261,-0.260596087,59.15660667,17.58639667,-0.011833645,-0.014818049,29.57830333,8.793198333,1.678,unknown
24,xjb12_02_p_dr1_lm_20180116.csv,xjb12,23,-0.666647233,-0.265320158,57.63198913,16.54395652,-0.011567313,-0.016037286,28.81599457,8.271978261,1.482,unknown
25,xjb12_03_p_dr1_lm_20180116.csv,xjb12,25,-1.106666154,-0.151590769,76.71763385,17.92604923,-0.014425186,-0.008456452,38.35881692,8.963024615,2.437,unknown
26,xjb12_04_p_dr1_lm_20180116.csv,xjb12,26,-1.10900547,-0.278140513,83.10491453,22.05602564,-0.013344644,-0.012610636,41.55245726,11.02801282,2.576,unknown
27,xjb12_05_p_dr1_lm_20180116.csv,xjb12,24,-1.066641739,-0.344042609,82.87088,24.35982333,-0.012871128,-0.014123362,41.43544,12.17991167,2.682,unknown
28,xjb13_01_p_dr1_lm_20180116.csv,xjb13,20,-0.641026316,-0.198709023,54.9378,14.44458571,-0.01166822,-0.013756644,27.4689,7.222292857,2.222,unknown
29,xjb13_02_p_dr1_lm_20180116.csv,xjb13,21,-0.777801299,-0.193868831,64.15934632,17.39483117,-0.012122962,-0.011145198,32.07967316,8.697415584,1.891,unknown
30,xjb14_01_p_dr1_lm_20180116.csv,xjb14,27,-0.797416972,-0.463412698,74.76219841,22.74999471,-0.010666045,-0.020369794,37.38109921,11.37499735,2.029,unknown
31,xjb15_01_p_dr1_lm_20180116.csv,xjb15,22,-0.658996047,-0.27657764,53.84809486,15.55129249,-0.012238057,-0.017784865,26.92404743,7.775646245,1.68,unknown
32,xjb16_01_p_dr1_lm_20180114.csv,xjb16,29,-0.771268966,-0.136949754,72.84966207,19.51846897,-0.010587132,-0.007016419,36.42483103,9.759234483,2.066,cup
33,xjb17_01_p_dr1_lm_20180116.csv,xjb17,37,-0.54932551,-0.350471076,75.9538862,25.90853343,-0.007232356,-0.013527245,37.9769431,12.95426671,2.851,unknown
34,xjb17_02_p_dr1_lm_20180116.csv,xjb17,39,-0.724331984,-0.273982186,78.45805128,23.40022564,-0.009232092,-0.011708528,39.22902564,11.70011282,2.735,unknown
35,xjb17_03_p_dr1_lm_20180116.csv,xjb17,31,-0.658385081,-0.283600403,67.72077621,21.45039315,-0.009722055,-0.013221222,33.8603881,10.72519657,2.702,unknown
36,xjb19_01_p_dr1_lm_20180116.csv,xjb19,21,-0.683154545,-0.425545455,60.02645022,17.26254978,-0.011380892,-0.024651367,30.01322511,8.631274892,1.621,unknown
37,xjb20_01_p_dr1_lm_20180116.csv,xjb20,30,-0.489483648,-0.305552614,65.26467957,20.17607957,-0.007499978,-0.015144301,32.63233978,10.08803978,2.513,other
38,xjb20_02_p_dr1_lm_20180116.csv,xjb20,29,-0.57272069,-0.527720197,72.54922759,20.61097931,-0.007894236,-0.025603839,36.27461379,10.30548966,2.611,other
39,xjb21_01_p_dr1_lm_20180116.csv,xjb21,17,-0.879752451,-0.45482598,73.89119608,23.35313725,-0.011906052,-0.019476012,36.94559804,11.67656863,1.87,stellate
40,xjb21_02_p_dr1_lm_20180116.csv,xjb21,23,-0.940471344,-0.430200593,72.9071413,23.36594565,-0.012899578,-0.018411435,36.45357065,11.68297283,1.948,stellate
41,xjb24_01_p_dr1_lm_20180116.csv,xjb24,24,-0.784269565,-0.517160435,64.45501667,22.69230333,-0.012167704,-0.022790125,32.22750833,11.34615167,2.335,cup
42,xjb25_01_p_dr1_lm_20180116.csv,xjb25,31,-0.615769758,-0.35918629,68.98128831,19.91456855,-0.00892662,-0.018036358,34.49064415,9.957284274,2.075,unknown
43,xjb27_01_p_dr1_lm_20180116.csv,xjb27,23,-1.185055336,-0.315387352,77.94078261,20.56486957,-0.01520456,-0.015336219,38.9703913,10.28243478,2.091,unknown
44,xjb29_01_p_dr1_lm_20180116.csv,xjb29,121,-0.376591349,-0.094371691,55.61076196,11.06327666,-0.006771915,-0.008530175,27.80538098,5.531638328,1.627,unknown
45,xjb29_02_p_dr1_lm_20180116.csv,xjb29,116,-0.435897966,-0.096755749,58.24087445,11.27058488,-0.007484399,-0.008584803,29.12043722,5.63529244,2.1,unknown
46,xjb31_01_p_dr1_lm_20180116.csv,xjb31,31,-0.378651613,-0.159873387,69.00554839,22.92574597,-0.005487263,-0.00697353,34.50277419,11.46287298,3.485,unknown
47,xjb33_01_p_dr1_lm_20180116.csv,xjb33,24,-0.084088261,-0.232237391,74.59005667,25.05864667,-0.001127339,-0.009267755,37.29502833,12.52932333,3.473,unknown
48,xjb33_02_p_dr1_lm_20180116.csv,xjb33,25,-0.620253846,-0.404637692,90.31880615,28.42057231,-0.006867383,-0.014237493,45.15940308,14.21028615,3.796,unknown
49,xjb33_03_p_dr1_lm_20180116.csv,xjb33,27,-0.481993284,-0.341467033,80.39402381,25.52099735,-0.005995387,-0.013379847,40.1970119,12.76049868,3.301,unknown
50,xjb35_01_p_dr1_lm_20180116.csv,xjb35,25,-0.609428462,-0.38939,62.68238154,18.17568,-0.009722484,-0.021423683,31.34119077,9.08784,1.774,unknown
51,xjb35_02_p_dr1_lm_20180116.csv,xjb35,28,-0.625824028,-0.363783525,69.50194581,19.57289901,-0.00900441,-0.018586083,34.75097291,9.786449507,1.771,unknown
52,xjb37_01_p_dr1_lm_20180116.csv,xjb37,21,-1.367438961,-0.639153247,70.05819913,19.76348485,-0.019518614,-0.032340109,35.02909957,9.881742424,2.103,cup
53,xjb37_02_p_dr1_lm_20180116.csv,xjb37,20,-0.54271203,-0.526813534,66.26251429,20.28102857,-0.008190333,-0.025975681,33.13125714,10.14051429,2.313,cup
54,xjb37_03_p_dr1_lm_20180116.csv,xjb37,19,-0.429692982,-0.509596491,63.7785,18.64505263,-0.00673727,-0.027331459,31.88925,9.322526316,2.351,cup
55,xjb38_01_p_dr1_lm_20180116.csv,xjb38,30,-0.628354616,-0.274238265,78.48754194,19.74128817,-0.008005788,-0.013891609,39.24377097,9.870644086,2.474,other
56,xjb38_02_p_dr1_lm_20180116.csv,xjb38,32,-0.611529142,-0.176325696,88.90629545,20.65064205,-0.006878356,-0.008538509,44.45314773,10.32532102,2.52,other
57,xjb39_01_p_dr1_lm_20180116.csv,xjb39,26,-0.635532991,-0.214381538,74.19670085,18.36953846,-0.008565516,-0.011670491,37.09835043,9.184769231,2.531,other
58,xjb39_02_p_dr1_lm_20180116.csv,xjb39,32,-0.664867485,-0.272862353,85.64666477,20.48952273,-0.007762912,-0.013317165,42.82333239,10.24476136,2.486,other
59,xjb40_01_p_dr1_lm_20180116.csv,xjb40,22,-0.696974026,-0.419116883,78.94163636,20.47354545,-0.008828979,-0.020471143,39.47081818,10.23677273,2.237,stellate
60,xjb40_02_p_dr1_lm_20180116.csv,xjb40,20,-0.897154887,-0.425542105,88.89207143,22.4301,-0.010092631,-0.018971922,44.44603571,11.21505,2.829,stellate
61,xjb41_01_p_dr1_lm_20180116.csv,xjb41,15,-0.400764286,-0.191585714,41.85961667,14.3767,-0.009574008,-0.013326126,20.92980833,7.18835,2.252,cup
62,xjb41_02_p_dr1_lm_20180116.csv,xjb41,17,-0.733129902,-0.52585049,54.71315686,17.79362745,-0.013399517,-0.029552742,27.35657843,8.896813725,1.687,cup
63,xjb41_03_p_dr1_lm_20180116.csv,xjb41,18,-0.519563467,-0.246095975,47.76745614,14.1434269,-0.010876934,-0.017400025,23.88372807,7.07171345,1.522,cup
64,xjb42_01_p_dr1_lm_20180116.csv,xjb42,17,-0.330411765,-0.35785049,42.75470588,16.45468627,-0.007728079,-0.021747634,21.37735294,8.227343137,1.931,cup
65,xjb42_02_p_dr1_lm_20180116.csv,xjb42,17,-0.602509804,-0.381480392,48.50137255,15.42837255,-0.012422531,-0.0247259,24.25068627,7.714186275,1.659,cup
66,xjb42_03_p_dr1_lm_20180116.csv,xjb42,16,-0.892476471,-0.394622059,57.00519853,17.80360294,-0.015656054,-0.022165292,28.50259926,8.901801471,1.493,cup
67,xjb42_04_p_dr1_lm_20180116.csv,xjb42,18,-0.494001032,-0.384376677,47.41339766,14.36859064,-0.010419018,-0.026751175,23.70669883,7.184295322,1.623,cup
68,xjb42_05_p_dr1_lm_20180116.csv,xjb42,18,-0.661444788,-0.34904644,48.19005848,14.77278363,-0.013725752,-0.023627669,24.09502924,7.386391813,1.742,cup
69,xjb43_01_p_dr1_lm_20180116.csv,xjb43,17,-0.887078431,-0.459556373,67.68545098,17.2107451,-0.013105895,-0.026701713,33.84272549,8.605372549,1.531,stellate
70,xjb45_01_p_dr1_lm_20180116.csv,xjb45,24,-0.856837826,-0.450968261,73.36976,19.12476,-0.011678351,-0.023580336,36.68488,9.56238,2.412,unknown
71,xjb45_02_p_dr1_lm_20180116.csv,xjb45,22,-0.841447205,-0.440042914,72.06569565,19.0745415,-0.011676113,-0.023069646,36.03284783,9.537270751,2.5,unknown
72,xjb46_01_p_dr1_lm_201801016.csv,xjb46,30,-0.700688098,-0.519997998,74.53441075,27.3040043,-0.009400867,-0.019044752,37.26720538,13.65200215,2.92,unknown
73,xjb48_01_p_dr1_lm_20180116.csv,xjb48,38,-0.269968049,-0.111174964,53.79204049,15.908,-0.005018736,-0.00698862,26.89602024,7.954,1.926,unknown
74,xjb48_02_p_dr1_lm_20180116.csv,xjb48,39,-0.435214575,-0.198303644,58.70717949,17.06002564,-0.007413311,-0.011623877,29.35358974,8.530012821,2.023,unknown
75,xjb51_01_p_dr1_lm_20180116.csv,xjb51,27,-0.66517033,-0.173333333,58.95280688,15.33896296,-0.011283099,-0.011300199,29.47640344,7.669481481,2.58,stellate
76,xjb51_02_p_dr1_lm_20180116.csv,xjb51,27,-1.017872405,-0.182737485,80.50041534,20.09466138,-0.012644312,-0.009093833,40.25020767,10.04733069,2.058,stellate
77,xjb51_03_p_dr1_lm_20180116.csv,xjb51,31,-0.805706452,-0.203806048,88.97566129,24.62531653,-0.009055358,-0.008276281,44.48783065,12.31265827,2.617,stellate
78,xjb54_01_p_dr1_lm_20180116.csv,xjb54,18,-0.877328173,-0.354988648,69.1360117,15.23951462,-0.012689887,-0.02329396,34.56800585,7.61975731,1.762,stellate
79,xjb56_01_p_dr1_lm_20180116.csv,xjb56,31,-0.788764516,-0.244345968,86.32920968,26.30870565,-0.009136705,-0.009287647,43.16460484,13.15435282,2.559,cup
80,xjb57_01_p_dr1_lm_20180116.csv,xjb57,27,-0.619233822,-0.395584249,65.38537302,17.2868545,-0.009470525,-0.02288353,32.69268651,8.643427249,2.042,stellate
81,xjb59_01_p_dr1_lm_20180116.csv,xjb59,27,-0.942766178,-0.320338828,88.18803439,26.46910847,-0.010690409,-0.012102366,44.0940172,13.23455423,2.265,stellate
82,xjb59_02_p_dr1_lm_20180116.csv,xjb59,25,-0.805283846,-0.31372,69.91192615,18.6332,-0.011518548,-0.016836614,34.95596308,9.3166,1.828,stellate
83,xjb59_03_p_dr1_lm_20180116.csv,xjb59,32,-0.721357771,-0.218455462,88.54229545,27.13127841,-0.008147042,-0.008051794,44.27114773,13.5656392,2.434,stellate
84,xjb60_01_p_dr1_lm_20180116.csv,xjb60,32,-1.206337427,-0.296886913,101.6668239,28.12465341,-0.011865596,-0.010556109,50.83341193,14.0623267,2.704,stellate
85,xjb61_01_p_dr1_lm_20180116.csv,xjb61,22,-1.099227555,-0.537071711,68.70934387,18.62779842,-0.015998225,-0.028831733,34.35467194,9.313899209,2.22,cup
86,xjb61_02_p_dr1_lm_20180116.csv,xjb61,23,-1.093687747,-0.506052372,68.87821739,18.82788043,-0.015878572,-0.026877819,34.4391087,9.413940217,2.289,cup
87,xjb61_03_p_dr1_lm_20180116.csv,xjb61,23,-0.795477273,-0.500662055,60.76025,17.95319565,-0.013092067,-0.027887072,30.380125,8.976597826,2.355,cup
88,xjb61_04_p_dr1_lm_20180116.csv,xjb61,20,-0.655876692,-0.458139098,60.48392857,18.92987143,-0.010843818,-0.024201913,30.24196429,9.464935714,1.692,cup
89,xjb62_01_p_dr1_lm_20180116.csv,xjb62,23,-0.46388834,-0.559745059,62.6598587,22.7881087,-0.007403278,-0.024563033,31.32992935,11.39405435,1.906,cup
90,xjb63_01_p_dr1_lm_20180116.csv,xjb63,38,-0.619036328,-0.236650399,68.10251417,18.9585587,-0.009089772,-0.01248251,34.05125709,9.479279352,2.038,other
91,xjb66_01_p_dr1_lm_20180116.csv,xjb66,27,-0.630351038,-0.425631868,69.26148942,24.2360291,-0.009101032,-0.017561947,34.63074471,12.11801455,2.239,unknown
92,xjb67_01_p_dr1_lm_20180116.csv,xjb67,16,-1.122069118,-0.603225,68.75783088,23.673625,-0.016319147,-0.025480889,34.37891544,11.8368125,1.933,cup
93,xjb67_02_p_dr1_lm_20180116.csv,xjb67,17,-1.051740196,-0.524737745,65.60780392,20.60807843,-0.016030718,-0.025462721,32.80390196,10.30403922,2.071,cup
94,xjb69_01_p_dr1_lm_20180116.csv,xjb69,24,-1.059738696,-0.35551913,75.09770333,23.49730333,-0.014111466,-0.01513021,37.54885167,11.74865167,2.298,cup
95,xjb70_01_p_dr1_lm_20180116.csv,xjb70,20,-1.305873684,-0.456949624,83.0688,18.64637143,-0.015720387,-0.024506088,41.5344,9.323185714,1.958,stellate
96,xjb73_01_p_dr1_lm_20180116.csv,xjb73,29,-1.120548768,-0.296735961,93.29913103,25.59430345,-0.012010281,-0.011593828,46.64956552,12.79715172,2.853,stellate
97,xjb74_01_p_dr1_lm_20180116.csv,xjb74,24,-1.185938261,-0.21263,85.50254,22.22112,-0.013870211,-0.009568825,42.75127,11.11056,2.078,stellate
98,xjb75_01_p_dr1_lm_20180116.csv,xjb75,22,-1.51066742,-0.556985319,91.03728063,22.69357312,-0.016593943,-0.024543747,45.51864032,11.34678656,1.903,stellate
99,xjb76_01_p_dr1_lm_20180116.csv,xjb76,30,-0.64096129,-0.45322069,75.15937204,26.63153333,-0.008528029,-0.017018197,37.57968602,13.31576667,2.961,unknown
